cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth,new_date
7.0,0.0,14.0,15.8,9.9,6.0,3.8,100330.0,0.0,2018-12-01
7.0,1.2,25.0,13.7,12.7,9.6,0.0,99720.0,0.0,2018-12-02
6.0,1.5,27.0,10.4,12.2,10.8,2.8,100110.0,0.0,2018-12-03
4.0,3.0,35.0,13.1,6.0,1.5,4.0,102060.0,0.0,2018-12-04
8.0,0.0,13.0,13.3,8.4,3.8,1.0,101410.0,0.0,2018-12-05
8.0,0.0,13.0,12.4,11.3,9.3,4.2,101360.0,0.0,2018-12-06
5.0,1.1,23.0,12.5,12.0,11.6,3.6,100380.0,0.0,2018-12-07
4.0,0.7,20.0,11.0,9.7,6.8,1.6,100240.0,0.0,2018-12-08
5.0,3.3,35.0,9.4,9.8,8.5,1.2,100930.0,0.0,2018-12-09
7.0,0.0,12.0,9.3,6.8,4.3,0.0,102660.0,0.0,2018-12-10
1.0,5.0,43.0,7.6,5.5,1.7,0.0,102500.0,0.0,2018-12-11
5.0,0.2,15.0,5.5,5.5,3.4,0.0,102160.0,0.0,2018-12-12
0.0,5.1,43.0,5.1,3.4,1.2,0.0,101800.0,0.0,2018-12-13
6.0,2.0,28.0,8.1,1.9,-1.2,0.0,102290.0,0.0,2018-12-14
7.0,0.0,12.0,9.4,3.9,-0.4,10.4,101230.0,0.0,2018-12-15
3.0,1.4,24.0,10.7,5.9,2.4,4.2,100590.0,0.0,2018-12-16
3.0,4.3,39.0,10.4,7.0,3.4,0.0,101600.0,0.0,2018-12-17
8.0,0.0,12.0,9.9,7.6,4.8,8.6,100910.0,0.0,2018-12-18
5.0,1.8,26.0,13.2,7.8,5.6,0.8,100450.0,0.0,2018-12-19
6.0,1.9,27.0,12.9,9.5,5.8,7.0,100580.0,0.0,2018-12-20
8.0,0.3,16.0,12.0,10.1,7.2,0.4,100120.0,0.0,2018-12-21
4.0,1.5,25.0,13.2,10.4,8.8,3.8,101540.0,0.0,2018-12-22
8.0,0.0,12.0,8.3,9.8,6.5,2.8,101780.0,0.0,2018-12-23
5.0,2.1,28.0,8.6,6.5,4.7,0.2,103180.0,0.0,2018-12-24
7.0,0.0,12.0,9.6,4.9,1.2,0.2,103440.0,0.0,2018-12-25
8.0,0.0,12.0,7.9,6.8,4.0,0.0,103060.0,0.0,2018-12-26
6.0,2.5,31.0,10.8,5.4,2.9,0.0,102650.0,0.0,2018-12-27
8.0,1.4,24.0,12.3,6.9,3.0,0.0,103050.0,0.0,2018-12-28
7.0,0.0,12.0,10.4,9.8,7.3,0.0,103240.0,0.0,2018-12-29
8.0,0.0,12.0,10.1,8.4,6.5,0.0,103520.0,0.0,2018-12-30
8.0,0.0,13.0,10.7,9.4,8.8,0.0,103580.0,0.0,2018-12-31
7.0,0.5,19.0,6.4,7.8,4.8,0.0,103570.0,0.0,2019-01-01
7.0,0.0,13.0,5.5,5.0,3.7,0.0,104310.0,0.0,2019-01-02
8.0,0.0,13.0,4.6,4.9,4.3,0.0,104320.0,0.0,2019-01-03
5.0,4.7,43.0,6.4,3.0,1.4,0.0,104230.0,0.0,2019-01-04
8.0,0.0,13.0,10.0,4.0,1.6,0.0,103920.0,0.0,2019-01-05
8.0,0.2,16.0,11.1,7.1,4.2,0.0,103680.0,0.0,2019-01-06
8.0,0.0,13.0,9.3,8.6,6.0,0.0,103230.0,0.0,2019-01-07
1.0,5.1,46.0,5.9,7.7,6.1,0.0,102810.0,0.0,2019-01-08
3.0,3.1,37.0,7.3,3.9,1.9,0.0,102970.0,0.0,2019-01-09
7.0,0.0,14.0,9.1,3.8,0.2,0.0,103060.0,0.0,2019-01-10
7.0,0.2,17.0,11.0,5.3,1.6,0.0,103020.0,0.0,2019-01-11
8.0,0.0,14.0,11.7,8.7,6.4,0.0,102320.0,0.0,2019-01-12
8.0,0.1,16.0,9.8,10.2,8.6,0.0,101440.0,0.0,2019-01-13
6.0,1.8,31.0,9.7,8.6,7.4,0.0,102030.0,0.0,2019-01-14
6.0,0.1,17.0,9.9,5.5,1.4,0.2,101940.0,0.0,2019-01-15
7.0,0.0,15.0,5.1,8.1,6.2,5.2,100590.0,0.0,2019-01-16
4.0,6.1,56.0,7.1,3.6,2.1,0.0,101130.0,0.0,2019-01-17
7.0,0.8,25.0,5.5,2.9,-1.4,0.0,101630.0,0.0,2019-01-18
8.0,0.0,16.0,5.7,3.0,0.6,0.0,100980.0,0.0,2019-01-19
2.0,5.7,56.0,6.4,2.1,-1.4,0.0,101790.0,0.0,2019-01-20
7.0,0.3,21.0,6.6,2.1,-2.2,5.4,102120.0,0.0,2019-01-21
5.0,4.0,48.0,3.4,3.8,1.0,4.8,100210.0,0.0,2019-01-22
6.0,1.6,33.0,5.4,1.6,-0.1,0.2,100270.0,0.0,2019-01-23
8.0,0.0,17.0,12.4,1.3,-2.8,1.0,101170.0,0.0,2019-01-24
6.0,2.8,43.0,10.8,6.1,-0.2,0.0,101400.0,0.0,2019-01-25
7.0,0.3,23.0,6.7,7.8,4.7,5.8,100250.0,0.0,2019-01-26
6.0,1.9,38.0,6.0,5.2,3.7,1.0,99190.0,0.0,2019-01-27
0.0,7.0,69.0,6.5,3.6,1.3,0.0,100590.0,0.0,2019-01-28
7.0,0.4,25.0,6.2,1.9,-2.6,5.0,100140.0,0.0,2019-01-29
2.0,6.3,68.0,4.4,2.2,-1.7,0.0,99570.0,0.0,2019-01-30
4.0,3.4,51.0,2.6,-0.4,-5.2,4.6,99140.0,0.0,2019-01-31
8.0,0.0,19.0,5.2,-0.1,-2.8,5.2,98780.0,2.0,2019-02-01
6.0,5.7,67.0,7.4,2.9,0.5,0.0,100690.0,0.0,2019-02-02
2.0,7.0,76.0,9.7,2.3,-2.8,5.0,102300.0,0.0,2019-02-03
7.0,0.0,20.0,9.5,4.2,-1.2,0.2,101850.0,0.0,2019-02-04
8.0,0.0,21.0,11.5,7.2,5.0,4.2,102310.0,0.0,2019-02-05
7.0,0.7,32.0,10.5,8.6,5.7,4.0,101630.0,0.0,2019-02-06
6.0,5.3,70.0,11.1,8.3,6.1,1.2,100610.0,0.0,2019-02-07
7.0,0.0,22.0,10.8,8.8,6.4,7.0,99910.0,0.0,2019-02-08
4.0,3.7,61.0,8.0,8.7,6.5,2.0,100040.0,0.0,2019-02-09
6.0,0.9,37.0,9.2,6.8,5.7,1.0,99780.0,0.0,2019-02-10
4.0,4.2,66.0,12.3,5.5,1.8,0.0,102340.0,0.0,2019-02-11
5.0,2.6,54.0,12.9,6.9,1.5,0.0,103320.0,0.0,2019-02-12
4.0,2.7,56.0,13.9,8.8,4.8,0.0,103310.0,0.0,2019-02-13
1.0,8.4,98.0,14.4,7.2,0.4,0.2,103190.0,0.0,2019-02-14
0.0,8.4,99.0,11.9,7.7,1.0,0.0,102700.0,0.0,2019-02-15
6.0,0.0,25.0,15.1,7.5,3.1,0.0,102270.0,0.0,2019-02-16
3.0,5.8,84.0,9.7,9.4,3.7,0.0,101600.0,0.0,2019-02-17
6.0,0.0,26.0,12.5,8.4,7.2,2.8,101540.0,0.0,2019-02-18
4.0,5.3,83.0,13.3,7.2,1.9,0.0,101860.0,0.0,2019-02-19
6.0,3.8,72.0,15.3,9.4,5.5,0.0,102000.0,0.0,2019-02-20
4.0,5.4,86.0,15.3,10.8,6.2,0.0,102640.0,0.0,2019-02-21
5.0,5.9,91.0,16.7,10.7,6.0,0.0,103450.0,0.0,2019-02-22
0.0,6.3,96.0,16.8,11.5,6.3,0.0,103380.0,0.0,2019-02-23
0.0,9.1,118.0,19.4,9.8,2.8,0.0,103550.0,0.0,2019-02-24
